"uid","do_extid","do_aktid","do_titel","do_datum_start","do_datum_ende","do_ausstellungsort","do_umfang","do_band","do_bemerkung","do_edition","do_sperrfrist","do_sperrgrund","do_sperre_ende","do_entnommen","do_verz_protokoll","do_microfilm","do_reg_sgnatur","do_update","do_create","do_systematik1","do_systematik2","do_archivsignatur_alt","do_enthaelt","do_darin","do_aktentitel","do_beschreibung","do_verweis","do_kontext_link","do_transkription_link","do_reservefeld","do_dateiname","do_idart","do_teaserheadline","do_teaserbild","do_teasertext","do_urn"
"1866","191","191","Die Räte der Städte Goslar, Magdeburg, Braunschweig und Göttingen senden Herrn Johann Bruns an Hunicke Helmold d. J., Rat zu Göttingen, und berichten über ihr Anliegen.","1533-10-04","1533-10-04","Stadtarchiv Braunschweig",,,,,,,,,,,,"2025-06-18 07:30:54","2025-06-18 07:30:54","02.01.07.01 Hanse und Sächsischer Städtebund","Sächsischer Städtebund","Stadtarchiv Braunschweig, B IV 2 a: 45",,,"Wechselschreiben betr. das Verbündnis der Städte Goslar, Magdeburg, Braunschweig, Hildesheim, Göttingen, Hannover und Einbeck","Ausfertigung, dt., Tinte auf Papier, Sekretsiegel der Stadt Braunschweig auf der Rückseite",,"https://www.magdeburger-spuren.de/item/191",,,"B_IV_2a_45_4.jpg;B_IV_2a_45_5.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502190646059.840385851016"
"1690","192","192","Der Rat zu Magdeburg äußert sich gegenüber dem Rat der Stadt Braunschweig über die Artikel der Konkordie unter den verbündeten Städten, insbesondere über die gegenseitige Hilfe, Magdeburg, 6. September 1534.","1534-09-06","1534-09-06","Stadtarchiv Braunschweig",,,"Teil einer umfangreicheren Aktenserie.",,,,,,,,,"2025-06-18 07:30:54","2025-06-18 07:30:54","02.01.07.01 Hanse und Sächsischer Städtebund","Sächsischer Städtebund","Stadtarchiv Braunschweig, B IV 2a: 45, fol. 16r-17v",,,"Wechselschreiben betr. das Verbündnis der Städte Goslar, Magdeburg, Braunschweig, Hildesheim, Göttingen, Hannover und Einbeck","Ausfertigung mit aufgedrücktem Siegel, dt., Tinte auf Papier",,"https://www.magdeburger-spuren.de/item/192",,,"B_IV_2a_45_16V-17R_0001.jpg;B_IV_2a_45_16V-17R_0002.jpg;B_IV_2a_45_16V-17R_0003.jpg;B_IV_2a_45_16V-17R_0004.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502190646230.759349158645"
"1691","193","193","Der Rat zu Magdeburg bittet den Rat der Stadt Braunschweig um Kopien der Erklärungen der anderen Städte zur Konkordie, Magdeburg, 14. April 1534.","1534-04-14","1534-04-14","Stadtarchiv Braunschweig",,,"Teil einer umfangreicheren Aktenserie.",,,,,,,,,"2025-06-18 07:30:54","2025-06-18 07:30:54","02.01.07.01 Hanse und Sächsischer Städtebund","Sächsischer Städtebund","Stadtarchiv Braunschweig, B IV 2a: 45, fol. 37r-38v",,,"Wechselschreiben betr. das Verbündnis der Städte Goslar, Magdeburg, Braunschweig, Hildesheim, Göttingen, Hannover und Einbeck","Ausfertigung mit aufgedrücktem Siegel, dt., Tinte auf Papier",,"https://www.magdeburger-spuren.de/item/193",,,"B_IV_2a_45_37V-38R_0001.jpg;B_IV_2a_45_37V-38R_0002.jpg;B_IV_2a_45_37V-38R_0003.jpg;B_IV_2a_45_37V-38R_0004.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502190646438.496126819132"
"1692","194","194","Der Rat zu Magdeburg teilt dem Rat der Stadt Braunschweig mit, dass er die Dokumente mit dem Stadtsiegel versehen zurück sendet, Magdeburg, 18. August 1534.","1534-08-18","1534-08-18","Stadtarchiv Braunschweig",,,"Teil einer umfangreicheren Aktenserie.",,,,,,,,,"2025-06-18 07:30:54","2025-06-18 07:30:54","02.01.07.01 Hanse und Sächsischer Städtebund","Sächsischer Städtebund","Stadtarchiv Braunschweig, B IV 2a: 45, fol. 52r f",,,"Wechselschreiben betr. das Verbündnis der Städte Goslar, Magdeburg, Braunschweig, Hildesheim, Göttingen, Hannover und Einbeck","Ausfertigung mit aufgedrücktem Siegel, dt., Tinte auf Papier",,"https://www.magdeburger-spuren.de/item/194",,,"B_IV_2a_45_52V-53R_0001.jpg;B_IV_2a_45_52V-53R_0002.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502190647027.995664217620"
"1693","195","195","Der Rat zu Magdeburg sagt dem Rat der Stadt Braunschweig die Teilnahme am angesetzten Tag zu, Magdeburg, 27. September 1533.","1533-09-27","1533-09-27","Stadtarchiv Braunschweig",,,"Teil einer umfangreicheren Aktenserie.",,,,,,,,,"2025-06-18 07:30:54","2025-06-18 07:30:54","02.01.07.01 Hanse und Sächsischer Städtebund","Sächsischer Städtebund","Stadtarchiv Braunschweig, B IV 2a: 45, fol. 53r f",,,"Wechselschreiben betr. das Verbündnis der Städte Goslar, Magdeburg, Braunschweig, Hildesheim, Göttingen, Hannover und Einbeck","Ausfertigung mit aufgedrücktem Siegel, dt., Tinte auf Papier",,"https://www.magdeburger-spuren.de/item/195",,,"B_IV_2a_45_52V-53R_0003.jpg;B_IV_2a_45_52V-53R_0004.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502190647171.992768078557"
"1694","196","196","Der Rat zu Magdeburg bittet den Rat der Stadt Braunschweig um Unterstützung für die Beibehaltung eines Bündnisses, Magdeburg, 20. September 1533.","1533-09-20","1533-09-20","Stadtarchiv Braunschweig",,,"Teil einer umfangreicheren Aktenserie.",,,,,,,,,"2025-06-18 07:30:54","2025-06-18 07:30:54","02.01.07.01 Hanse und Sächsischer Städtebund","Sächsischer Städtebund","Stadtarchiv Braunschweig, B IV 2a: 45, fol. 59r-60v",,,"Wechselschreiben betr. das Verbündnis der Städte Goslar, Magdeburg, Braunschweig, Hildesheim, Göttingen, Hannover und Einbeck","Ausfertigung mit aufgedrücktem Siegel, dt., Tinte auf Papier",,"https://www.magdeburger-spuren.de/item/196",,,"B_IV_2a_45_59V-60R_0001.jpg;B_IV_2a_45_59V-60R_0002.jpg;B_IV_2a_45_59V-60R_0003.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502190647342.783256835326"
"1867","197","197","Der Rat zu Magdeburg schreibt dem Rat der Stadt Braunschweig zur Einsetzung eines Kriegsrates, Magdeburg, 13. Dezember 1533.","1533-12-13","1533-12-13","Stadtarchiv Braunschweig",,,"Teil einer umfangreicheren Aktenserie.",,,,,,,,,"2025-06-18 07:30:54","2025-06-18 07:30:54","02.01.07.01 Hanse und Sächsischer Städtebund","Sächsischer Städtebund","Stadtarchiv Braunschweig, B IV 2a: 45, fol. 65r-66v","Beilage: Bemerkung zu Änderungen an der Konkordie.",,"Wechselschreiben betr. das Verbündnis der Städte Goslar, Magdeburg, Braunschweig, Hildesheim, Göttingen, Hannover und Einbeck","Ausfertigung mit aufgedrücktem Siegel, dt., Tinte auf Papier",,"https://www.magdeburger-spuren.de/item/197",,,"B_IV_2a_45_1.jpg;B_IV_2a_45_2.jpg;B_IV_2a_45_3.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502190647511.590031470295"
"1695","198","198","Der Rat zu Magdeburg informiert den Rat der Stadt Braunschweig, unter welchen Bedingungen man bereit sei, die Konkordie zu besiegeln, Magdeburg, 1. August 1534.","1534-08-01","1534-08-01","Stadtarchiv Braunschweig",,,"Teil einer umfangreicheren Aktenserie.",,,,,,,,,"2025-06-18 07:30:54","2025-06-18 07:30:54","02.01.07.01 Hanse und Sächsischer Städtebund","Sächsischer Städtebund","Stadtarchiv Braunschweig, B IV 2a: 45, fol. 76r-77v",,,"Wechselschreiben betr. das Verbündnis der Städte Goslar, Magdeburg, Braunschweig, Hildesheim, Göttingen, Hannover und Einbeck","Ausfertigung mit aufgedrücktem Siegel, dt., Tinte auf Papier",,"https://www.magdeburger-spuren.de/item/198",,,"B_IV_2a_45_65V-66R_0001.jpg;B_IV_2a_45_65V-66R_0002.jpg;B_IV_2a_45_65V-66R_0003.jpg;B_IV_2a_45_65V-66R_0004.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502190648154.926319880564"
"1696","199","199","Appellation des Bartholomäus Köhling, Kaufmann und Bürger in Magdeburg, in der Streitsache gegen die Erben und Gläubiger der Sophia von Alvensleben wegen der widerrechtlichen Aneignung von bereits bezahltem Holz, Magdeburg, 11. Oktober 1620.","1620-10-11","1620-10-11","Landesarchiv Sachsen-Anhalt, Standort Wernigerode",,,"Teil einer umfangreichen Akte des Reichskammergerichts mit weiteren Dokumenten mit magdeburger Herkunft, die hier nicht als Digitalisat hinterlegt sind.",,,,,,,,,"2025-06-18 07:30:54","2025-06-18 07:30:54","06.04 Familie Keller","Geldangelegenheiten (privat)","Landesarchiv Sachsen-Anhalt, A 53, A Nr. 19","Enthält u. a.: Abschrift des Urteil der erzbischöflichen Kanzlei Halle (20. Sept. 1620).",,"Die in das Rittergut Rogätz eingesetzten Gläubiger der Sophia von Alvensleben, geborene Klemke, und deren unmündige Kinder, .... ","Notariatsinstrument, dt., Tinte auf Pergament, Kanzleivermerk (17. Jh.), Unterstreichungen einzelner Wortegruppen(17. Jh.)",,"https://www.magdeburger-spuren.de/item/199",,,"LASA_2018-11-21_034301.jpg;LASA_2018-11-21_034305.jpg;LASA_2018-11-21_034310.jpg;LASA_2018-11-21_034314.jpg;LASA_2018-11-21_034319.jpg;LASA_2018-11-21_034323.jpg;LASA_2018-11-21_034327.jpg;LASA_2018-11-21_034332.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502190648339.717145855251"
"1697","200","200","Appellation des Abel Alemann und mehrerer Nebenkläger beim Reichskammergericht gegen eine Entscheidung der Kanzlei des Erzstiftes Magdeburg in Halle/S. bezüglich einer Schuldenklage des Johann Willing und seiner Ehefrau wegen des Gutes Benneckenbeck, Magdeburg, 2. September 1600.","1600-09-02","1600-09-02","Landesarchiv Sachsen-Anhalt, Standort Wernigerode",,,"Teil einer umfangreichen, in zwei Bände geteilten Akte des Reichskammergerichts. ",,,,,,,,,"2025-06-18 07:30:54","2025-06-18 07:30:54","06.01 Familie Alemann","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, A 53, A Nr. 5, Bd. 1, fol. 13r f.",,,"Abel Alemann, Bürger zu Magdeburg, als Nebenkläger Johann Martin Alemann, Bürgermeister der Stadt Magdeburg, und Martin Alemann, Ratskämmerer der Stadt Magdeburg für sich und als Vormünder für Friedrich Moritz, ...","Notariatsinstrument, dt., Tinte auf Pergament, Kanzleivermerk (17. Jh.), Unterstreichungen einzelner Wortegruppen(17. Jh.)",,"https://www.magdeburger-spuren.de/item/200",,,"LASA_2018-11-16_111858.jpg;LASA_2018-11-16_111902.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502190649271.011107914135"
"1698","201","201","Abel Alemann bittet Johann Gödelman, beider Rechte Doktor und bestallter Anwalt beim Reichskammergericht in Speyer, seine Vertretung in der Streitsache mit Johann Willing zu übernehmen, da sein bisheriger Anwalt Joachim Gregorius verstorben ist, Magdeburg, 5. Oktober 1601.","1601-10-05","1601-10-05","Landesarchiv Sachsen-Anhalt, Standort Wernigerode",,,"Teil einer umfangreichen, in zwei Bände geteilten Akte des Reichskammergerichts. ",,,,,,,,,"2025-06-18 07:30:54","2025-06-18 07:30:54","06.01 Familie Alemann","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, A 53, A Nr. 5, Bd. 1, fol. 17r-18v",,,"Abel Alemann, Bürger zu Magdeburg, als Nebenkläger Johann Martin Alemann, Bürgermeister der Stadt Magdeburg, und Martin Alemann, Ratskämmerer der Stadt Magdeburg für sich und als Vormünder für Friedrich Moritz, ...","Eigenhändiges Schreiben, dt., Tinte auf Papier, Kanzleivermerke (17. Jh.), Verschlusssiegel beschädigt, Rückseite: Adresse.",,"https://www.magdeburger-spuren.de/item/201",,,"LASA_2018-11-16_111913.jpg;LASA_2018-11-16_111916.jpg;LASA_2018-11-16_111919.jpg;201_LASA_2018-11-16_111919.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502190650193.638510313246"
"1699","202","202","Johannes Willing erteilt dem Kammergerichtsanwalt Dr. Werner Buntz eine Vollmacht, ihn bei allen Angelegenheiten vor dem Reichskammergericht zu vertreten, 30. September 1601.","1601-09-30","1601-09-30","Landesarchiv Sachsen-Anhalt, Standort Wernigerode",,,"Teil einer umfangreichen, in zwei Bände geteilten Akte des Reichskammergerichts. ",,,,,,,,,"2025-06-18 07:30:54","2025-06-18 07:30:54","06.04 Familie Keller","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, A 53, A Nr. 5, Bd. 1, fol. 19r-21v",,,"Abel Alemann, Bürger zu Magdeburg, als Nebenkläger Johann Martin Alemann, Bürgermeister der Stadt Magdeburg, und Martin Alemann, Ratskämmerer der Stadt Magdeburg für sich und als Vormünder für Friedrich Moritz, ...","Eigenhänd unterschriebenes Schreiben, dt., Tinte auf Papier, Petschaft des Ausstellers, Rückseite: Kanzleivermerke (17. Jh.).",,"https://www.magdeburger-spuren.de/item/202",,,"LASA_2018-11-16_111919.jpg;202_LASA_2018-11-16_111919.jpg;LASA_2018-11-16_111922.jpg;LASA_2018-11-16_111925.jpg;LASA_2018-11-16_111928.jpg;202_LASA_2018-11-16_111928.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502190650380.513788162369"
"1700","203","203","Der Schöffenstuhl der Stadt Magdeburg bekennt vor dem Reichskammergericht, dass Abel Alemann und die Nebenkläger im Streit mit Johannes Willing vor ihm erschienen sind und dem Kammergerichtsanwalt Dr. Johann Gödelmann Vollmacht erteilt haben, sie bei allen Angelegenheiten vor dem Reichskammergericht zu vertreten, Magdeburg, 24. Januar 1602.","1602-01-24","1602-01-24","Landesarchiv Sachsen-Anhalt, Standort Wernigerode",,,"Teil einer umfangreichen, in zwei Bände geteilten Akte des Reichskammergerichts. ",,,,,,,,,"2025-06-18 07:30:54","2025-06-18 07:30:54","03 Schöffenstuhl","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, A 53, A Nr. 5, Bd. 1, fol. 22r-25v",,,"Abel Alemann, Bürger zu Magdeburg, als Nebenkläger Johann Martin Alemann, Bürgermeister der Stadt Magdeburg, und Martin Alemann, Ratskämmerer der Stadt Magdeburg für sich und als Vormünder für Friedrich Moritz, ...","Ausfertigung, dt., Tinte auf Papier, großes Siegel des Schöffenstuhls, Rückseite: Kanzleivermerke (17. Jh.).",,"https://www.magdeburger-spuren.de/item/203",,,"LASA_2018-11-16_111928.jpg;203_LASA_2018-11-16_111928.jpg;LASA_2018-11-16_111931.jpg;LASA_2018-11-16_111934.jpg;LASA_2018-11-16_111937.jpg;LASA_2018-11-16_111940.jpg;203_LASA_2018-11-16_111940.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502190650540.724612872050"
"1701","204","204","Beschwerdeartikel der Appellation des Abel Alemann und mehrerer Nebenkläger beim Reichskammergericht gegen eine Entscheidung der Kanzlei des Erzstiftes Magdeburg in Halle bezüglich einer Schuldenklage des Johann Willing und seiner Ehefrau wegen des Gutes Benneckenbeck, vorgetragen vom Anwalt der Appellanten Dr. Johann Gödelmann.","1602-01-01","1602-12-31","Landesarchiv Sachsen-Anhalt, Standort Wernigerode",,,"Teil einer umfangreichen, in zwei Bände geteilten Akte des Reichskammergerichts. ",,,,,,,,,"2025-06-18 07:30:54","2025-06-18 07:30:54","06.01 Familie Alemann","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, A 53, A Nr. 5, Bd. 1, fol. 26r-32v",,,"Abel Alemann, Bürger zu Magdeburg, als Nebenkläger Johann Martin Alemann, Bürgermeister der Stadt Magdeburg, und Martin Alemann, Ratskämmerer der Stadt Magdeburg für sich und als Vormünder für Friedrich Moritz, ...","Ausfertigung, dt., Tinte auf Papier, eigenhändige Unterschrift des Anwalts, Rückseite: Kanzleivermerke (17. Jh.).",,"https://www.magdeburger-spuren.de/item/204",,,"LASA_2018-11-16_111940.jpg;204_LASA_2018-11-16_111940.jpg;LASA_2018-11-16_111943.jpg;LASA_2018-11-16_111945.jpg;LASA_2018-11-16_111948.jpg;LASA_2018-11-16_111951.jpg;LASA_2018-11-16_111954.jpg;LASA_2018-11-16_111957.jpg;LASA_2018-11-16_112000.jpg;204_LASA_2018-11-16_112000.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502190651105.562425637441"
"1702","205","205","Abel Alemann, Johann Martin Alemann, Martin Alemann für sich und als Vormund für Friedrich Moritz, Johann Salinger als Vormund der Anna Alemann, geb. Keller, Martin Lentke für seine Kinder, Hans Bevente für sein Frau Margarethe, Jakob Krambsack als Vormund für Magdalena Gregorius, Joachim Alemann und Valentin Rode, alle aus Magdeburg, erteilen dem Kammergerichtsanwalt Dr. Johann Gödelmann Vollmacht, sie bei allen Angelegenheiten vor dem Reichskammergericht zu vertreten, Magdeburrg, 31. Mai 1602.","1602-05-31","1602-05-31","Landesarchiv Sachsen-Anhalt, Standort Wernigerode",,,"Teil einer umfangreichen, in zwei Bände geteilten Akte des Reichskammergerichts. ",,,,,,,,,"2025-06-18 07:30:54","2025-06-18 07:30:54","06.01 Familie Alemann","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, A 53, A Nr. 5, Bd. 1, fol. 33r-35v",,,"Abel Alemann, Bürger zu Magdeburg, als Nebenkläger Johann Martin Alemann, Bürgermeister der Stadt Magdeburg, und Martin Alemann, Ratskämmerer der Stadt Magdeburg für sich und als Vormünder für Friedrich Moritz, ...","Ausfertigung, dt., Tinte auf Papier, Siegelabdrücke der Aussteller, Rückseite: Regest und Kanzleivermerke (17. Jh.).",,"https://www.magdeburger-spuren.de/item/205",,,"LASA_2018-11-16_112000.jpg;205_LASA_2018-11-16_112000.jpg;LASA_2018-11-16_112003.jpg;LASA_2018-11-16_112005.jpg;LASA_2018-11-16_112008.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502190651295.738480505742"
"1703","206","206","Der Schöffenstuhl der Stadt Magdeburg bekennt, dass Magdalena Rode, Witwe des Dr. Jachim Gregorius, Mitglied des Schöffenstuhls, ihm mitgeteilt hat, dass Jacob Krambsack der Ältere, Stadtschreiber, sie in allen rechtlichen Angelegenheiten als ihr Vormund vertreten soll, was durch den Schöffenstuhl bestätigt wird, Magdeburg, 9. November 1603.","1603-11-09","1603-11-09","Landesarchiv Sachsen-Anhalt, Standort Wernigerode",,,"Teil einer umfangreichen, in zwei Bände geteilten Akte des Reichskammergerichts. ",,,,,,,,,"2025-06-18 07:30:54","2025-06-18 07:30:54","03 Schöffenstuhl","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, A 53, A Nr. 5, Bd. 1, fol. 44r-46v",,,"Abel Alemann, Bürger zu Magdeburg, als Nebenkläger Johann Martin Alemann, Bürgermeister der Stadt Magdeburg, und Martin Alemann, Ratskämmerer der Stadt Magdeburg für sich und als Vormünder für Friedrich Moritz, ...","Abschrift, dt., Tinte auf Papier, Sekretsiegel angekündigt, Rückseite: Regest und Kanzleivermerke (17. Jh.).",,"https://www.magdeburger-spuren.de/item/206",,,"LASA_2018-11-16_112028.jpg;LASA_2018-11-16_112030.jpg;LASA_2018-11-16_112033.jpg;LASA_2018-11-16_112035.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502190652281.275757264679"
"1704","207","207","Bürgermeister, Rat und Innungsmeister der Stadt Magdeburg bestimmen und verpflichten die Brüder Johann und Martin Alemann, Bürgermeister und Ratskämmerer in Magdeburg, für Helena Alemann, Witwe des verstorbenen Bürgermeisters von Halberstadt Herman Wiedelagen, und für Elisabeth Alemann, Witwe des Friedrich Moritz, jetzt beide Bürgerinnen in Magdeburg, als Vormünder im Rechtsstreit mit ihrem Bruder Abel Alemann wegen verschiedener Schuldangelegenheiten, Magdeburg, 1. November 1591.","1591-11-01","1591-11-01","Landesarchiv Sachsen-Anhalt, Standort Wernigerode",,,"Teil einer umfangreichen, in zwei Bände geteilten Akte des Reichskammergerichts. ",,,,,,,,,"2025-06-18 07:30:54","2025-06-18 07:30:54","06.01 Familie Alemann","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, A 53, A Nr. 5, Bd. 1, fol. 60r-61v","Beilage: Kanzleivermerk zum Verbleib von Akten.",,"Abel Alemann, Bürger zu Magdeburg, als Nebenkläger Johann Martin Alemann, Bürgermeister der Stadt Magdeburg, und Martin Alemann, Ratskämmerer der Stadt Magdeburg für sich und als Vormünder für Friedrich Moritz, ...","Abschrift, dt., Tinte auf Papier, Sekretsiegel angekündigt, Rückseite: Regest und Kanzleivermerke (17. Jh.).",,"https://www.magdeburger-spuren.de/item/207",,,"LASA_2018-11-16_112106.jpg;LASA_2018-11-16_112109.jpg;LASA_2018-11-16_112112.jpg;207_LASA_2018-11-16_112112.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502190652462.231035434991"
"1705","208","208","Bürgermeister, Rat und Innungsmeister der Stadt Magdeburg bestätigen, dass Anna Keller, Ehefrau von Abel Alemann, ihr versiegeltes Testament am 22. September 1569 durch den öffentlichen Notar Michael Ciceler im Rathaus hinterlegen ließ, dieses 20. August 1569 verfasst und ratifiziert sowie am 18. August 1570 veröffentlicht wurde, Magdeburg, 18. November 1603.","1603-11-18","1603-11-18","Landesarchiv Sachsen-Anhalt, Standort Wernigerode",,,"Teil einer umfangreichen, in zwei Bände geteilten Akte des Reichskammergerichts. ",,,,,,,,,"2025-06-18 07:30:54","2025-06-18 07:30:54","02.02.02 Gerichtsbarkeit","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, A 53, A Nr. 5, Bd. 1, fol. 63r-69v","Beilage: Abschrift des Testaments, 20. August 1569.",,"Abel Alemann, Bürger zu Magdeburg, als Nebenkläger Johann Martin Alemann, Bürgermeister der Stadt Magdeburg, und Martin Alemann, Ratskämmerer der Stadt Magdeburg für sich und als Vormünder für Friedrich Moritz, ...","Ausfertigung, dt., Tinte auf Papier, Sekretsiegel, Rückseite: Regest und Kanzleivermerke (17. Jh.).",,"https://www.magdeburger-spuren.de/item/208",,,"LASA_2018-11-16_112112.jpg;208_LASA_2018-11-16_112112.jpg;LASA_2018-11-16_112115.jpg;LASA_2018-11-16_112118.jpg;LASA_2018-11-16_112121.jpg;LASA_2018-11-16_112124.jpg;LASA_2018-11-16_112127.jpg;LASA_2018-11-16_112130.jpg;LASA_2018-11-16_112133.jpg","3239",,,,"urn:nbn:de:gbv:ma26-2502190653022.923722565960"
"1706","209","209","Der Schöffenstuhl der Stadt Magdeburg bekennt, dass ein zwischen Johann Willing, Freisass auf dem Prälatenberg, und Johann Martin Alemann, Bürgermeister in Magdeburg, aufgerichteter Vertrag über offene Schulden, von ihm abgeschrieben und beglaubigt wurde, Magdeburg, November 1604.","1604-11-01","1604-11-30","Landesarchiv Sachsen-Anhalt, Standort Wernigerode",,,"Teil einer umfangreichen, in zwei Bände geteilten Akte des Reichskammergerichts. ",,,,,,,,,"2025-06-18 07:30:54","2025-06-18 07:30:54","03 Schöffenstuhl","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, A 53, A Nr. 5, Bd. 1, fol. 91r-99v","Beilage: Abschrift der Vertrages zwischen Johann Willing, Freisass auf dem Prälatenberg, und Johann Martin Alemann, Bürgermeister in Magdeburg, Magdeburg, 8 November 1604.",,"Abel Alemann, Bürger zu Magdeburg, als Nebenkläger Johann Martin Alemann, Bürgermeister der Stadt Magdeburg, und Martin Alemann, Ratskämmerer der Stadt Magdeburg für sich und als Vormünder für Friedrich Moritz, ...","Ausfertigung, dt., Tinte auf Papier, großes Siegel des Schöffenstuhls, Rückseite: Kanzleivermerke (17. Jh.).",,"https://www.magdeburger-spuren.de/item/209",,,"LASA_2018-11-16_112234.jpg;LASA_2018-11-16_112237.jpg;LASA_2018-11-16_112240.jpg;209_LASA_2018-11-16_112240.jpg;LASA_2018-11-16_112243.jpg;LASA_2018-11-16_112246.jpg;LASA_2018-11-16_112248.jpg;LASA_2018-11-16_112251.jpg;209_LASA_2018-11-16_112251.jpg;LASA_2018-11-16_112254.jpg;LASA_2018-11-16_112257.jpg;LASA_2018-11-16_112300.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502190653168.078398558144"
